category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Toys,Haiphong,CUST0406,2024-09-12,ORD000000,196.28,Product_54,4,pending,785.12,2024,9,12
Toys,HCM,CUST0841,2024-07-14,ORD000001,201.43,Product_98,7,pending,1410.01,2024,7,14
Books,Cantho,CUST0311,2024-06-29,ORD000002,83.0,Product_85,1,pending,83.0,2024,6,29
Food,Haiphong,CUST0738,2024-01-24,ORD000003,789.33,Product_89,10,cancelled,7893.3,2024,1,24
Food,Cantho,CUST0386,2024-02-12,ORD000004,390.76,Product_17,8,pending,3126.08,2024,2,12
Toys,Danang,CUST0961,2024-03-07,ORD000005,416.51,Product_94,6,pending,2499.06,2024,3,7
Books,Haiphong,CUST0894,2024-09-15,ORD000006,729.35,Product_61,7,pending,5105.45,2024,9,15
Books,Hanoi,CUST0684,2024-01-01,ORD000007,409.9,Product_59,8,completed,3279.2,2024,1,1
Books,Cantho,CUST0021,2024-08-05,ORD000008,528.13,Product_84,5,completed,2640.65,2024,8,5
Toys,Haiphong,CUST0487,2024-09-17,ORD000009,526.94,Product_11,4,cancelled,2107.76,2024,9,17
Books,HCM,CUST0899,2024-05-28,ORD000010,552.53,Product_46,5,cancelled,2762.6499999999996,2024,5,28
Toys,HCM,CUST1000,2024-11-05,ORD000011,188.76,Product_18,5,pending,943.8,2024,11,5
Toys,Haiphong,CUST0142,2024-03-23,ORD000012,422.22,Product_32,7,pending,2955.54,2024,3,23
Books,Hanoi,CUST0644,2024-07-11,ORD000013,991.13,Product_8,4,pending,3964.52,2024,7,11
Books,Cantho,CUST0818,2024-01-03,ORD000014,509.2,Product_54,4,cancelled,2036.8,2024,1,3
Toys,Haiphong,CUST0773,2024-09-17,ORD000015,540.14,Product_10,1,completed,540.14,2024,9,17
Books,HCM,CUST0435,2024-04-06,ORD000016,783.87,Product_90,3,pending,2351.61,2024,4,6
Books,Hanoi,CUST0965,2024-02-15,ORD000017,650.37,Product_73,8,completed,5202.96,2024,2,15
Clothing,Cantho,CUST0416,2024-08-17,ORD000018,620.19,Product_69,6,pending,3721.1400000000003,2024,8,17
Clothing,Hanoi,CUST0486,2024-08-06,ORD000019,639.44,Product_19,10,completed,6394.400000000001,2024,8,6
Clothing,Cantho,CUST0689,2024-03-26,ORD000020,42.67,Product_61,4,cancelled,170.68,2024,3,26
Clothing,Haiphong,CUST0082,2024-04-12,ORD000021,776.28,Product_46,4,completed,3105.12,2024,4,12
Clothing,Cantho,CUST0707,2024-05-03,ORD000022,221.77,Product_95,2,cancelled,443.54,2024,5,3
Toys,Danang,CUST0676,2024-04-01,ORD000023,992.28,Product_26,4,pending,3969.12,2024,4,1
Books,Cantho,CUST0997,2024-09-06,ORD000024,713.8,Product_27,4,cancelled,2855.2,2024,9,6
Books,Hanoi,CUST0569,2024-07-26,ORD000025,655.46,Product_78,5,completed,3277.3,2024,7,26
Toys,Haiphong,CUST0209,2024-06-03,ORD000026,618.16,Product_99,10,cancelled,6181.599999999999,2024,6,3
Food,Cantho,CUST0584,2024-10-12,ORD000027,651.76,Product_56,1,completed,651.76,2024,10,12
Books,Haiphong,CUST0065,2024-03-12,ORD000028,122.29,Product_71,5,pending,611.45,2024,3,12
Food,Cantho,CUST0538,2024-05-22,ORD000029,791.03,Product_69,1,completed,791.03,2024,5,22
Food,HCM,CUST0139,2024-03-25,ORD000030,98.06,Product_20,4,cancelled,392.24,2024,3,25
Food,Cantho,CUST0123,2024-01-23,ORD000031,194.25,Product_86,2,pending,388.5,2024,1,23
Toys,HCM,CUST0880,2024-11-20,ORD000032,507.1,Product_26,2,cancelled,1014.2,2024,11,20
Clothing,Haiphong,CUST0256,2024-02-05,ORD000033,562.3,Product_43,6,cancelled,3373.7999999999997,2024,2,5
Electronics,Cantho,CUST0107,2024-03-11,ORD000034,511.78,Product_42,6,pending,3070.68,2024,3,11
Food,Cantho,CUST0682,2024-03-03,ORD000035,749.31,Product_12,8,completed,5994.48,2024,3,3
Electronics,Cantho,CUST0747,2024-09-12,ORD000036,74.12,Product_43,4,pending,296.48,2024,9,12
Clothing,Cantho,CUST0592,2024-09-25,ORD000037,978.83,Product_21,7,completed,6851.81,2024,9,25
Books,Danang,CUST0755,2024-02-11,ORD000038,692.15,Product_12,4,pending,2768.6,2024,2,11
Clothing,HCM,CUST0363,2024-10-29,ORD000039,798.88,Product_38,5,completed,3994.4,2024,10,29
Clothing,HCM,CUST0726,2024-07-16,ORD000040,676.5,Product_43,10,completed,6765.0,2024,7,16
Clothing,Hanoi,CUST0186,2024-08-31,ORD000041,882.03,Product_11,4,completed,3528.12,2024,8,31
Electronics,Haiphong,CUST0107,2024-10-11,ORD000042,175.59,Product_58,1,pending,175.59,2024,10,11
Toys,Hanoi,CUST0463,2024-04-20,ORD000043,879.57,Product_48,6,completed,5277.42,2024,4,20
Clothing,Danang,CUST0668,2024-04-12,ORD000044,902.63,Product_6,1,cancelled,902.63,2024,4,12
Clothing,Hanoi,CUST0635,2024-01-19,ORD000045,842.51,Product_23,3,completed,2527.5299999999997,2024,1,19
Electronics,Haiphong,CUST0439,2024-12-04,ORD000046,244.99,Product_17,10,completed,2449.9,2024,12,4
Books,HCM,CUST0013,2024-06-27,ORD000047,910.25,Product_85,4,pending,3641.0,2024,6,27
Electronics,Haiphong,CUST0699,2024-07-16,ORD000048,666.1,Product_62,10,cancelled,6661.0,2024,7,16
Electronics,HCM,CUST0048,2024-07-01,ORD000049,258.61,Product_34,4,pending,1034.44,2024,7,1
Electronics,Danang,CUST0205,2024-05-10,ORD000050,697.45,Product_85,10,pending,6974.5,2024,5,10
Electronics,Haiphong,CUST0666,2024-01-02,ORD000051,322.11,Product_31,3,pending,966.33,2024,1,2
Clothing,HCM,CUST0844,2024-12-03,ORD000052,857.78,Product_67,1,cancelled,857.78,2024,12,3
