category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Food,Cantho,CUST0101,2024-05-23,ORD008750,672.76,Product_23,10,cancelled,6727.6,2024,5,23
Books,Haiphong,CUST0196,2024-05-24,ORD008751,45.34,Product_13,9,pending,408.06000000000006,2024,5,24
Electronics,Danang,CUST0631,2024-03-30,ORD008752,257.46,Product_26,1,completed,257.46,2024,3,30
Clothing,HCM,CUST0162,2024-08-16,ORD008753,334.87,Product_78,3,pending,1004.61,2024,8,16
Clothing,Danang,CUST0677,2024-04-01,ORD008754,59.59,Product_43,10,completed,595.9000000000001,2024,4,1
Food,Haiphong,CUST0297,2024-06-14,ORD008755,290.68,Product_61,9,cancelled,2616.12,2024,6,14
Clothing,Haiphong,CUST0400,2024-08-28,ORD008756,529.96,Product_41,9,cancelled,4769.64,2024,8,28
Clothing,Haiphong,CUST0564,2024-07-20,ORD008757,591.49,Product_52,10,pending,5914.9,2024,7,20
Electronics,Hanoi,CUST0269,2024-10-31,ORD008758,206.27,Product_78,7,cancelled,1443.89,2024,10,31
Books,Cantho,CUST0280,2024-08-05,ORD008759,918.64,Product_91,8,pending,7349.12,2024,8,5
Electronics,Hanoi,CUST0658,2024-09-26,ORD008760,88.29,Product_78,1,completed,88.29,2024,9,26
Electronics,Danang,CUST0383,2024-06-29,ORD008761,301.15,Product_24,4,completed,1204.6,2024,6,29
Electronics,Danang,CUST0279,2024-10-25,ORD008762,474.21,Product_2,5,completed,2371.0499999999997,2024,10,25
Clothing,HCM,CUST0061,2024-01-23,ORD008763,778.04,Product_65,3,pending,2334.12,2024,1,23
Electronics,HCM,CUST0823,2024-08-18,ORD008764,660.45,Product_92,4,pending,2641.8,2024,8,18
Books,Danang,CUST0793,2024-03-14,ORD008765,761.64,Product_49,1,cancelled,761.64,2024,3,14
Clothing,Hanoi,CUST0975,2024-10-25,ORD008766,835.31,Product_47,5,completed,4176.549999999999,2024,10,25
Food,Hanoi,CUST0787,2024-05-27,ORD008767,991.42,Product_97,9,cancelled,8922.779999999999,2024,5,27
Toys,HCM,CUST0051,2024-02-08,ORD008768,904.28,Product_87,3,cancelled,2712.84,2024,2,8
Books,Danang,CUST0007,2024-04-03,ORD008769,476.59,Product_37,3,cancelled,1429.77,2024,4,3
Food,Danang,CUST0264,2024-01-22,ORD008770,932.32,Product_66,9,cancelled,8390.880000000001,2024,1,22
Electronics,Hanoi,CUST0371,2024-07-05,ORD008771,19.21,Product_53,4,completed,76.84,2024,7,5
Clothing,Cantho,CUST0258,2024-05-14,ORD008772,751.37,Product_50,1,cancelled,751.37,2024,5,14
Electronics,Danang,CUST0067,2024-04-01,ORD008773,949.05,Product_2,8,completed,7592.4,2024,4,1
Books,Danang,CUST0065,2024-10-22,ORD008774,892.3,Product_23,1,completed,892.3,2024,10,22
Clothing,Haiphong,CUST0592,2024-06-25,ORD008775,436.51,Product_89,2,cancelled,873.02,2024,6,25
Food,HCM,CUST0430,2024-12-28,ORD008776,910.66,Product_59,6,cancelled,5463.96,2024,12,28
Books,Danang,CUST0089,2024-04-19,ORD008777,542.34,Product_1,8,pending,4338.72,2024,4,19
Clothing,Danang,CUST0080,2024-05-04,ORD008778,624.5,Product_17,1,completed,624.5,2024,5,4
Electronics,Haiphong,CUST0212,2024-03-23,ORD008779,15.19,Product_53,10,pending,151.9,2024,3,23
Books,Cantho,CUST0430,2024-06-12,ORD008780,687.49,Product_35,10,completed,6874.9,2024,6,12
Electronics,Hanoi,CUST0720,2024-01-08,ORD008781,862.89,Product_66,6,pending,5177.34,2024,1,8
Electronics,Danang,CUST0473,2024-07-26,ORD008782,85.67,Product_100,8,pending,685.36,2024,7,26
Books,Hanoi,CUST0628,2024-07-03,ORD008783,450.46,Product_68,2,cancelled,900.92,2024,7,3
Food,Cantho,CUST0177,2024-05-05,ORD008784,269.04,Product_9,6,pending,1614.2400000000002,2024,5,5
Books,Danang,CUST0514,2024-02-14,ORD008785,462.44,Product_46,8,pending,3699.52,2024,2,14
Books,Cantho,CUST0559,2024-02-02,ORD008786,141.16,Product_84,8,completed,1129.28,2024,2,2
Electronics,Danang,CUST0451,2024-01-06,ORD008787,845.78,Product_43,9,completed,7612.0199999999995,2024,1,6
Toys,Danang,CUST0331,2024-11-28,ORD008788,448.88,Product_16,3,completed,1346.6399999999999,2024,11,28
Clothing,Danang,CUST0922,2024-10-05,ORD008789,670.76,Product_43,4,cancelled,2683.04,2024,10,5
Clothing,Danang,CUST0177,2024-01-14,ORD008790,972.91,Product_93,3,pending,2918.73,2024,1,14
Electronics,Haiphong,CUST0061,2024-02-26,ORD008791,237.46,Product_55,7,pending,1662.22,2024,2,26
Food,Danang,CUST0319,2024-09-02,ORD008792,472.59,Product_71,1,completed,472.59,2024,9,2
Clothing,Danang,CUST0927,2024-04-01,ORD008793,129.95,Product_31,7,completed,909.6499999999999,2024,4,1
Food,HCM,CUST0126,2024-10-07,ORD008794,565.0,Product_80,4,pending,2260.0,2024,10,7
Toys,Cantho,CUST0276,2024-12-31,ORD008795,973.83,Product_70,6,pending,5842.9800000000005,2024,12,31
Clothing,Danang,CUST0586,2024-10-24,ORD008796,190.89,Product_42,2,cancelled,381.78,2024,10,24
