category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Food,Hanoi,CUST0307,2024-08-19,ORD008125,492.33,Product_63,3,cancelled,1476.99,2024,8,19
Books,HCM,CUST0419,2024-06-20,ORD008126,718.31,Product_2,10,cancelled,7183.099999999999,2024,6,20
Food,Danang,CUST0753,2024-12-22,ORD008127,905.08,Product_15,8,completed,7240.64,2024,12,22
Books,HCM,CUST0581,2024-10-16,ORD008128,273.52,Product_93,8,completed,2188.16,2024,10,16
Books,HCM,CUST0581,2024-08-17,ORD008129,395.87,Product_33,1,cancelled,395.87,2024,8,17
Electronics,Danang,CUST0659,2024-12-20,ORD008130,239.57,Product_93,8,pending,1916.56,2024,12,20
Clothing,Cantho,CUST0511,2024-04-09,ORD008131,821.24,Product_20,5,pending,4106.2,2024,4,9
Toys,Haiphong,CUST0732,2024-11-03,ORD008132,649.74,Product_40,7,cancelled,4548.18,2024,11,3
Books,HCM,CUST0498,2024-08-29,ORD008133,805.45,Product_82,7,cancelled,5638.150000000001,2024,8,29
Toys,Haiphong,CUST0879,2024-10-25,ORD008134,519.98,Product_44,10,completed,5199.8,2024,10,25
Food,Haiphong,CUST0259,2024-06-30,ORD008135,895.59,Product_44,10,pending,8955.9,2024,6,30
Toys,Cantho,CUST0807,2024-08-09,ORD008136,361.43,Product_76,3,pending,1084.29,2024,8,9
Electronics,Cantho,CUST0594,2024-08-12,ORD008137,473.06,Product_34,2,pending,946.12,2024,8,12
Books,Danang,CUST0689,2024-10-06,ORD008138,86.65,Product_53,10,cancelled,866.5,2024,10,6
Toys,Haiphong,CUST0919,2024-05-06,ORD008139,858.26,Product_45,3,pending,2574.7799999999997,2024,5,6
Toys,Haiphong,CUST0167,2024-06-02,ORD008140,770.47,Product_94,5,cancelled,3852.3500000000004,2024,6,2
Books,Cantho,CUST0836,2024-04-16,ORD008141,800.07,Product_38,10,completed,8000.700000000001,2024,4,16
Food,Haiphong,CUST0334,2024-03-20,ORD008142,532.83,Product_33,7,pending,3729.8100000000004,2024,3,20
Food,HCM,CUST0156,2024-10-16,ORD008143,272.96,Product_1,4,cancelled,1091.84,2024,10,16
Clothing,HCM,CUST0161,2024-09-15,ORD008144,758.94,Product_77,3,cancelled,2276.82,2024,9,15
Books,Haiphong,CUST0362,2024-12-18,ORD008145,496.08,Product_3,7,completed,3472.56,2024,12,18
Clothing,Danang,CUST0499,2024-08-10,ORD008146,859.25,Product_38,9,pending,7733.25,2024,8,10
Electronics,Cantho,CUST0092,2024-12-11,ORD008147,830.96,Product_47,5,cancelled,4154.8,2024,12,11
Food,Haiphong,CUST0156,2024-12-14,ORD008148,985.96,Product_27,3,completed,2957.88,2024,12,14
Food,Cantho,CUST0551,2024-07-04,ORD008149,69.18,Product_31,6,pending,415.08000000000004,2024,7,4
Clothing,Danang,CUST0836,2024-07-09,ORD008150,45.21,Product_53,6,pending,271.26,2024,7,9
Toys,Danang,CUST0869,2024-01-30,ORD008151,472.42,Product_1,5,cancelled,2362.1,2024,1,30
Toys,Danang,CUST0840,2024-07-30,ORD008152,925.73,Product_21,8,completed,7405.84,2024,7,30
Books,HCM,CUST0899,2024-06-20,ORD008153,302.86,Product_100,6,completed,1817.16,2024,6,20
Electronics,Hanoi,CUST0295,2024-02-15,ORD008154,906.5,Product_93,1,cancelled,906.5,2024,2,15
Food,Danang,CUST0487,2024-07-26,ORD008155,380.07,Product_9,3,completed,1140.21,2024,7,26
Clothing,HCM,CUST0341,2024-02-19,ORD008156,737.14,Product_6,6,completed,4422.84,2024,2,19
Electronics,Haiphong,CUST0091,2024-08-21,ORD008157,194.51,Product_85,5,completed,972.55,2024,8,21
Electronics,Cantho,CUST0205,2024-02-28,ORD008158,534.77,Product_71,2,cancelled,1069.54,2024,2,28
Clothing,Haiphong,CUST0630,2024-08-29,ORD008159,125.25,Product_75,9,cancelled,1127.25,2024,8,29
Clothing,HCM,CUST0564,2024-02-23,ORD008160,246.54,Product_48,1,completed,246.54,2024,2,23
Electronics,Cantho,CUST0518,2024-03-16,ORD008161,195.53,Product_64,8,pending,1564.24,2024,3,16
Books,Cantho,CUST0550,2024-01-31,ORD008162,148.61,Product_33,8,cancelled,1188.88,2024,1,31
Clothing,Cantho,CUST0478,2024-05-09,ORD008163,924.43,Product_55,6,cancelled,5546.58,2024,5,9
Books,Haiphong,CUST0264,2024-05-26,ORD008164,107.55,Product_91,8,completed,860.4,2024,5,26
Clothing,Haiphong,CUST0983,2024-03-01,ORD008165,340.61,Product_31,2,pending,681.22,2024,3,1
Food,HCM,CUST0734,2024-08-19,ORD008166,993.95,Product_36,7,cancelled,6957.650000000001,2024,8,19
Books,Haiphong,CUST0211,2024-03-13,ORD008167,981.68,Product_86,4,pending,3926.72,2024,3,13
Food,HCM,CUST0286,2024-07-30,ORD008168,57.59,Product_89,5,pending,287.95000000000005,2024,7,30
Electronics,Cantho,CUST0620,2024-01-03,ORD008169,322.76,Product_63,7,completed,2259.3199999999997,2024,1,3
Electronics,Hanoi,CUST0822,2024-03-21,ORD008170,107.46,Product_17,2,completed,214.92,2024,3,21
Food,Haiphong,CUST0665,2024-08-19,ORD008171,398.08,Product_57,1,completed,398.08,2024,8,19
Books,Haiphong,CUST0009,2024-05-14,ORD008172,698.42,Product_17,10,cancelled,6984.2,2024,5,14
Electronics,Hanoi,CUST0795,2024-11-06,ORD008173,564.29,Product_61,3,cancelled,1692.87,2024,11,6
Toys,Haiphong,CUST0913,2024-12-14,ORD008174,924.54,Product_48,9,cancelled,8320.86,2024,12,14
Books,Hanoi,CUST0448,2024-09-24,ORD008175,167.68,Product_10,6,cancelled,1006.08,2024,9,24
Food,HCM,CUST0229,2024-06-06,ORD008176,320.69,Product_54,6,cancelled,1924.1399999999999,2024,6,6
Books,Danang,CUST0019,2024-12-12,ORD008177,852.37,Product_83,4,completed,3409.48,2024,12,12
Electronics,Danang,CUST0836,2024-09-09,ORD008178,720.46,Product_49,5,cancelled,3602.3,2024,9,9
Food,Cantho,CUST0522,2024-05-13,ORD008179,830.6,Product_52,7,completed,5814.2,2024,5,13
Food,HCM,CUST0553,2024-09-07,ORD008180,260.94,Product_70,1,pending,260.94,2024,9,7
Clothing,Danang,CUST0054,2024-11-10,ORD008181,983.74,Product_24,1,cancelled,983.74,2024,11,10
Books,Cantho,CUST0439,2024-08-11,ORD008182,141.02,Product_22,8,completed,1128.16,2024,8,11
Clothing,Danang,CUST0753,2024-04-30,ORD008183,819.13,Product_59,9,pending,7372.17,2024,4,30
Books,HCM,CUST0647,2024-07-09,ORD008184,503.26,Product_92,6,cancelled,3019.56,2024,7,9
Food,Danang,CUST0217,2024-03-01,ORD008185,529.64,Product_30,7,pending,3707.48,2024,3,1
Clothing,Danang,CUST0796,2024-12-21,ORD008186,491.41,Product_94,6,cancelled,2948.46,2024,12,21
Clothing,Cantho,CUST0214,2024-05-13,ORD008187,453.76,Product_82,2,cancelled,907.52,2024,5,13
Books,Haiphong,CUST0786,2024-05-05,ORD008188,543.35,Product_24,6,cancelled,3260.1000000000004,2024,5,5
Food,Danang,CUST0387,2024-08-23,ORD008189,386.56,Product_31,6,completed,2319.36,2024,8,23
Toys,Haiphong,CUST0530,2024-02-26,ORD008190,403.48,Product_10,6,cancelled,2420.88,2024,2,26
Books,HCM,CUST0810,2024-07-29,ORD008191,773.49,Product_32,4,cancelled,3093.96,2024,7,29
Clothing,HCM,CUST0275,2024-05-17,ORD008192,632.65,Product_2,10,completed,6326.5,2024,5,17
Books,Hanoi,CUST0925,2024-06-02,ORD008193,529.72,Product_65,5,completed,2648.6000000000004,2024,6,2
Books,Haiphong,CUST0412,2024-04-13,ORD008194,85.5,Product_7,4,cancelled,342.0,2024,4,13
Clothing,Cantho,CUST0223,2024-12-29,ORD008195,292.72,Product_6,8,cancelled,2341.76,2024,12,29
Electronics,Hanoi,CUST0641,2024-08-28,ORD008196,25.49,Product_88,8,completed,203.92,2024,8,28
Clothing,Hanoi,CUST0450,2024-11-17,ORD008197,259.25,Product_25,2,pending,518.5,2024,11,17
Books,Danang,CUST0776,2024-08-29,ORD008198,891.03,Product_54,3,cancelled,2673.09,2024,8,29
Food,Danang,CUST0376,2024-12-02,ORD008199,610.27,Product_13,1,completed,610.27,2024,12,2
Books,Haiphong,CUST0775,2024-04-03,ORD008200,912.81,Product_48,7,cancelled,6389.67,2024,4,3
Books,Haiphong,CUST0592,2024-09-06,ORD008201,932.61,Product_94,1,completed,932.61,2024,9,6
Food,Cantho,CUST0831,2024-12-30,ORD008202,221.05,Product_53,7,pending,1547.3500000000001,2024,12,30
Electronics,Danang,CUST0035,2024-11-14,ORD008203,297.7,Product_52,10,cancelled,2977.0,2024,11,14
Clothing,Hanoi,CUST0989,2024-08-19,ORD008204,137.82,Product_53,10,pending,1378.1999999999998,2024,8,19
Electronics,Haiphong,CUST0654,2024-01-17,ORD008205,654.05,Product_89,8,pending,5232.4,2024,1,17
Books,Haiphong,CUST0042,2024-02-26,ORD008206,867.25,Product_13,4,pending,3469.0,2024,2,26
Food,Danang,CUST0305,2024-06-18,ORD008207,188.13,Product_4,9,completed,1693.17,2024,6,18
Food,HCM,CUST0029,2024-01-25,ORD008208,990.37,Product_22,4,pending,3961.48,2024,1,25
Toys,Danang,CUST0105,2024-10-08,ORD008209,394.83,Product_43,3,cancelled,1184.49,2024,10,8
Clothing,Danang,CUST0729,2024-04-26,ORD008210,339.77,Product_57,7,completed,2378.39,2024,4,26
Books,Danang,CUST0980,2024-03-14,ORD008211,860.41,Product_73,2,completed,1720.82,2024,3,14
Books,Hanoi,CUST0505,2024-08-21,ORD008212,225.76,Product_95,5,completed,1128.8,2024,8,21
Books,Hanoi,CUST0627,2024-09-08,ORD008213,283.67,Product_25,8,pending,2269.36,2024,9,8
Clothing,HCM,CUST0138,2024-02-12,ORD008214,361.71,Product_37,10,pending,3617.1,2024,2,12
Food,Hanoi,CUST0387,2024-04-25,ORD008215,800.79,Product_73,1,pending,800.79,2024,4,25
Toys,Hanoi,CUST0508,2024-04-17,ORD008216,588.97,Product_91,4,cancelled,2355.88,2024,4,17
Clothing,Haiphong,CUST0937,2024-07-07,ORD008217,695.73,Product_6,4,cancelled,2782.92,2024,7,7
Toys,Hanoi,CUST0038,2024-04-13,ORD008218,121.25,Product_77,9,cancelled,1091.25,2024,4,13
Books,HCM,CUST0569,2024-11-04,ORD008219,568.83,Product_32,1,completed,568.83,2024,11,4
Toys,Haiphong,CUST1000,2024-05-04,ORD008220,517.56,Product_20,5,completed,2587.7999999999997,2024,5,4
Books,Danang,CUST0155,2024-07-18,ORD008221,48.48,Product_100,7,cancelled,339.35999999999996,2024,7,18
Food,Danang,CUST0220,2024-09-03,ORD008222,592.25,Product_58,6,cancelled,3553.5,2024,9,3
Books,Cantho,CUST0520,2024-10-27,ORD008223,902.73,Product_60,8,cancelled,7221.84,2024,10,27
Clothing,Cantho,CUST0489,2024-02-07,ORD008224,997.55,Product_35,7,pending,6982.849999999999,2024,2,7
Toys,Danang,CUST0235,2024-10-17,ORD008225,487.98,Product_59,5,completed,2439.9,2024,10,17
Books,Danang,CUST0872,2024-09-28,ORD008226,337.07,Product_2,7,pending,2359.49,2024,9,28
Food,Cantho,CUST0543,2024-11-14,ORD008227,883.11,Product_52,6,pending,5298.66,2024,11,14
Food,Haiphong,CUST0059,2024-05-27,ORD008228,581.22,Product_92,6,completed,3487.32,2024,5,27
Books,Hanoi,CUST0586,2024-07-28,ORD008229,105.19,Product_48,4,pending,420.76,2024,7,28
Clothing,Hanoi,CUST0834,2024-11-01,ORD008230,277.55,Product_70,8,completed,2220.4,2024,11,1
Books,HCM,CUST0532,2024-03-19,ORD008231,863.71,Product_82,10,completed,8637.1,2024,3,19
Toys,Cantho,CUST0454,2024-03-02,ORD008232,734.14,Product_40,2,cancelled,1468.28,2024,3,2
Food,HCM,CUST0447,2024-04-09,ORD008233,535.73,Product_62,5,completed,2678.65,2024,4,9
Clothing,Hanoi,CUST0775,2024-12-27,ORD008234,978.0,Product_27,9,completed,8802.0,2024,12,27
Food,Haiphong,CUST0927,2024-02-24,ORD008235,675.53,Product_5,8,cancelled,5404.24,2024,2,24
Clothing,Cantho,CUST0068,2024-08-15,ORD008236,367.68,Product_83,2,completed,735.36,2024,8,15
Clothing,HCM,CUST0149,2024-09-15,ORD008237,661.65,Product_40,8,pending,5293.2,2024,9,15
Food,Hanoi,CUST0117,2024-08-14,ORD008238,895.13,Product_2,7,cancelled,6265.91,2024,8,14
Food,Haiphong,CUST0769,2024-02-02,ORD008239,329.32,Product_83,2,cancelled,658.64,2024,2,2
Electronics,HCM,CUST0192,2024-09-17,ORD008240,700.74,Product_63,9,cancelled,6306.66,2024,9,17
Toys,HCM,CUST0385,2024-12-12,ORD008241,420.53,Product_5,5,pending,2102.6499999999996,2024,12,12
Electronics,Danang,CUST0983,2024-08-20,ORD008242,639.68,Product_93,2,pending,1279.36,2024,8,20
Electronics,HCM,CUST0129,2024-03-29,ORD008243,655.32,Product_15,3,pending,1965.96,2024,3,29
Electronics,HCM,CUST0764,2024-08-19,ORD008244,203.61,Product_17,5,completed,1018.0500000000001,2024,8,19
Books,Cantho,CUST0116,2024-02-16,ORD008245,138.07,Product_13,6,pending,828.42,2024,2,16
Clothing,HCM,CUST0451,2024-10-25,ORD008246,83.53,Product_4,8,pending,668.24,2024,10,25
Clothing,Hanoi,CUST0885,2024-11-02,ORD008247,584.11,Product_47,9,completed,5256.99,2024,11,2
Toys,Haiphong,CUST0765,2024-05-27,ORD008248,38.72,Product_46,6,completed,232.32,2024,5,27
Food,Hanoi,CUST0620,2024-05-03,ORD008249,755.9,Product_75,8,pending,6047.2,2024,5,3
Food,Hanoi,CUST0619,2024-10-20,ORD008250,863.43,Product_14,4,cancelled,3453.72,2024,10,20
Clothing,Cantho,CUST0377,2024-01-31,ORD008251,119.43,Product_57,6,pending,716.58,2024,1,31
Clothing,Cantho,CUST0560,2024-10-30,ORD008252,133.43,Product_12,10,cancelled,1334.3000000000002,2024,10,30
Clothing,Cantho,CUST0646,2024-05-05,ORD008253,105.0,Product_49,6,pending,630.0,2024,5,5
Electronics,Haiphong,CUST0272,2024-08-27,ORD008254,420.74,Product_13,9,pending,3786.66,2024,8,27
Books,Hanoi,CUST0518,2024-08-29,ORD008255,852.1,Product_56,3,cancelled,2556.3,2024,8,29
Food,Danang,CUST0746,2024-01-03,ORD008256,930.91,Product_8,4,pending,3723.64,2024,1,3
Toys,Hanoi,CUST0900,2024-09-07,ORD008257,391.52,Product_40,3,completed,1174.56,2024,9,7
Toys,Hanoi,CUST0579,2024-01-15,ORD008258,219.17,Product_75,4,pending,876.68,2024,1,15
Toys,Danang,CUST0026,2024-06-25,ORD008259,627.14,Product_29,5,completed,3135.7,2024,6,25
Electronics,Haiphong,CUST0712,2024-08-04,ORD008260,250.55,Product_19,9,cancelled,2254.9500000000003,2024,8,4
Books,Danang,CUST0005,2024-07-10,ORD008261,330.02,Product_9,4,pending,1320.08,2024,7,10
Electronics,Haiphong,CUST0852,2024-12-07,ORD008262,819.88,Product_62,5,pending,4099.4,2024,12,7
Electronics,Hanoi,CUST0071,2024-10-27,ORD008263,16.69,Product_82,8,completed,133.52,2024,10,27
Toys,Haiphong,CUST0672,2024-08-30,ORD008264,41.72,Product_2,8,completed,333.76,2024,8,30
Clothing,Hanoi,CUST0813,2024-09-05,ORD008265,956.05,Product_21,3,cancelled,2868.1499999999996,2024,9,5
Clothing,Danang,CUST0230,2024-05-07,ORD008266,93.34,Product_4,6,pending,560.04,2024,5,7
Clothing,Haiphong,CUST0563,2024-10-14,ORD008267,355.0,Product_17,3,pending,1065.0,2024,10,14
Books,HCM,CUST0513,2024-09-04,ORD008268,518.14,Product_47,8,cancelled,4145.12,2024,9,4
Food,HCM,CUST0432,2024-09-29,ORD008269,764.66,Product_1,7,cancelled,5352.62,2024,9,29
Books,Hanoi,CUST0368,2024-03-01,ORD008270,472.32,Product_13,6,cancelled,2833.92,2024,3,1
Toys,HCM,CUST0866,2024-04-06,ORD008271,48.44,Product_19,4,cancelled,193.76,2024,4,6
Electronics,Cantho,CUST0205,2024-01-15,ORD008272,791.96,Product_88,4,cancelled,3167.84,2024,1,15
Books,Cantho,CUST0406,2024-06-23,ORD008273,726.72,Product_17,9,completed,6540.4800000000005,2024,6,23
Clothing,Hanoi,CUST0073,2024-07-02,ORD008274,336.43,Product_7,7,pending,2355.01,2024,7,2
Toys,Danang,CUST0695,2024-06-14,ORD008275,169.35,Product_86,9,pending,1524.1499999999999,2024,6,14
